id,title,author,pub_date,venue,volume,issue,page,type,publisher
doi:10.1007/bf02881486; local:BF02881486,The Al−Sc (Aluminum-Scandium) system,"Elliott, R. P.; Shunk, F. A.",1981,Bulletin of Alloy Phase Diagrams [issn:0197-0216],2,2,222-223,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.1107/s0365110x65003134; local:S0365110X65003134,"AB compounds with Sc, Y and rare earth metals. I. Scandium and yttrium compounds with CrB and CsCl structure","Schob, O.; Parthé, E.",1965,Acta Crystallographica [issn:0365-110X],19,2,214-224,journal-article,International Union of Crystallography (IUCr) [crossref:329]
doi:10.4028/www.scientific.net/msf.561-565.2385,Intergranular Corrosion of Ultrafine Grain Copper Fabricated by ECAP,"Miyamoto, Hiroyuki; Mimaki, Takura; Vinogradov, Alexei [orcid:0000-0001-9585-2801]; Hashimoto, Satoshi",2007,Materials Science Forum [issn:1662-9752],561-565,,2385-2388,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.615-617.769,Improvements in SiC MOS Processing as Revealed by Studies of Fixed and Oxide Trap Charge,"Habersat, Daniel B. [orcid:0000-0003-0201-1443]; Lelis, Aivars J.; Potbhare, Siddharth; Goldsman, Neil",2009,Materials Science Forum [issn:1662-9752],615-617,,769-772,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1063/1.2335673; local:10.1063/1.2335673,A quasi-two-dimensional depth-dependent mobility model suitable for device simulation for Coulombic scattering due to interface trapped charges,"Potbhare, Siddharth; Goldsman, Neil; Pennington, Gary; Lelis, Aivars; McGarrity, James M.",2006,Journal of Applied Physics [issn:0021-8979; issn:1089-7550],100,4,044516,journal-article,AIP Publishing [crossref:317]
doi:10.1063/1.1326046; local:10.1063/1.1326046,Hall mobility and free electron density at the SiC/SiO2 interface in 4H–SiC,"Saks, N. S.; Agarwal, A. K.",2000,Applied Physics Letters [issn:0003-6951; issn:1077-3118],77,20,3281-3283,journal-article,AIP Publishing [crossref:317]
doi:10.4028/www.scientific.net/msf.338-342.1109,"MOSFET Performance of 4H-, 6H-, and 15R-SiC Processed by Dry and Wet Oxidation","Yano, Hiroshi; Kimoto, Tsunenobu; Matsunami, Hiroyuki; Bassler, M.; Pensl, Gerhard",2000,Materials Science Forum [issn:1662-9752],338-342,,1109-1112,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1155/2009/527452; local:527452; local:527452,The Estimation of Product Standard Time by Artificial Neural Networks in the Molding Industry,"Eraslan, Ergün [orcid:0000-0002-5667-0391]",2009,Mathematical Problems in Engineering [issn:1024-123X; issn:1563-5147],2009,,1-12,journal-article,Hindawi Limited [crossref:98]
doi:10.1080/002075400189617; local:10.1080/002075400189617,Prediction of die casting process parameters by using an artificial neural network model for zinc alloys,"Yarlagadda, Prasad K. D. V.",2000,International Journal of Production Research [issn:0020-7543; issn:1366-588X],38,1,119-139,journal-article,Informa UK Limited [crossref:301]
doi:10.4028/www.scientific.net/kem.230-232.88,Thermal Behaviour of Aluminium Titanate Combustion Powders with MgO Additions,"Ferreira, Helaine S.; Segadães, Ana M. [orcid:0000-0001-6465-620X]; Kiminami, Ruth Herta Goldsmith Aliaga",2002,Key Engineering Materials [issn:1662-9795],230-232,,88-91,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1111/j.1151-2916.1978.tb16121.x; local:10.1111/j.1151-2916.1978.tb16121.x,Grain Size/Microcracking Relations for Pseudobrookite Oxides,"CLEVELAND, J. J.; BRADT, R. C.",1978,Journal of the American Ceramic Society [issn:0002-7820; issn:1551-2916],61,11-12,478-481,journal-article,Wiley [crossref:311]
doi:10.1111/j.1151-2916.1959.tb13597.x; local:10.1111/j.1151-2916.1959.tb13597.x,"High-Temperature Mechanical Properties of Ceramic Materials: II, Beta-Eucryptite","BUSH, E. A.; HUMMEL, F. A.",1959,Journal of the American Ceramic Society [issn:0002-7820; issn:1551-2916],42,8,388-391,journal-article,Wiley [crossref:311]
doi:10.1111/j.1151-2916.1959.tb12942.x; local:10.1111/j.1151-2916.1959.tb12942.x,Thermal Contraction of beta-Eucryptite-. (Li2O.Al2O3.2SiO2) by X-Ray and Dilatometer Methods,"GILLERY, F. H.; BUSH, E. A.",1959,Journal of the American Ceramic Society [issn:0002-7820; issn:1551-2916],42,4,175-177,journal-article,Wiley [crossref:311]
doi:10.1111/j.1151-2916.1951.tb11646.x; local:10.1111/j.1151-2916.1951.tb11646.x,Thermal Expansion Properties of Some Synthetic Lithia Minerals,"HUMMEL, F. A.",1951,Journal of the American Ceramic Society [issn:0002-7820; issn:1551-2916],34,8,235-239,journal-article,Wiley [crossref:311]
doi:10.1063/1.1746464; local:10.1063/1.1746464,Physical Properties and Cation Arrangement of Oxides with Spinel Structures I. Cation Arrangement in Spinels,"Verwey, E. J. W.; Heilmann, E. L.",1947,The Journal of Chemical Physics [issn:0021-9606; issn:1089-7690],15,4,174-180,journal-article,AIP Publishing [crossref:317]
doi:10.1002/andp.19213690304,Die Berechnung optischer und elektrostatischer Gitterpotentiale,"Ewald, P. P.",1921,Annalen der Physik [issn:0003-3804; issn:1521-3889],369,3,253-287,journal-article,Wiley [crossref:311]
doi:10.1002/andp.19203671103,Zur Gittertheorie der Zinkblende,"Born, Max; Bormann, Elisabeth",1920,Annalen der Physik [issn:0003-3804; issn:1521-3889],367,11,218-246,journal-article,Wiley [crossref:311]
doi:10.1002/andp.19203660107,Über die elektrische Natur der Kohäsionskräfte fester Körper,"Born, M.",1920,Annalen der Physik [issn:0003-3804; issn:1521-3889],366,1,87-106,journal-article,Wiley [crossref:311]
doi:10.1002/andp.19163540302,Über Molekülbildung als Frage des Atombaus,"Kossel, W.",1916,Annalen der Physik [issn:0003-3804; issn:1521-3889],354,3,229-362,journal-article,Wiley [crossref:311]
doi:10.1080/14786441308634993; local:10.1080/14786441308634993,XXXVII. On the constitution of atoms and molecules,"Bohr, N.",1913,"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science [issn:1941-5982; issn:1941-5990]",26,153,476-502,journal-article,Informa UK Limited [crossref:301]
doi:10.1080/14786441308634955; local:10.1080/14786441308634955,I. On the constitution of atoms and molecules,"Bohr, N.",1913,"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science [issn:1941-5982; issn:1941-5990]",26,151,1-25,journal-article,Informa UK Limited [crossref:301]
doi:10.1080/14786440508637080; local:10.1080/14786440508637080,LXXIX. The scattering of α and β particles by matter and the structure of the atom,"Rutherford, E.",1911,"The London, Edinburgh, and Dublin Philosophical Magazine and Journal of Science [issn:1941-5982; issn:1941-5990]",21,125,669-688,journal-article,Informa UK Limited [crossref:301]
doi:10.1098/rspa.1909.0054,On a Diffuse Reflection of the Formula-Particles,"Geiger, H.; Marsden, E.",1909,"Proceedings of the Royal Society A: Mathematical, Physical and Engineering Sciences [issn:1364-5021; issn:1471-2946]",82,557,495-500,journal-article,The Royal Society [crossref:175]
doi:10.4028/www.scientific.net/kem.238-239.117,The Effects of the Jet Impact Angle on the Cutting Performance in AWJ Machining of Alumina Ceramics,"Wang, Jun [orcid:0000-0003-1699-3687]",2003,Key Engineering Materials [issn:1662-9795],238-239,,117-124,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.230-232.267,Deformation Asymmetry of AZ31 Wrought Magnesium Alloy,"Nobre, Joao P. [orcid:0000-0002-9616-9518]; Noster, U.; Kornmeier, Martin; Dias, A. Morão; Scholtes, Berthold",2002,Key Engineering Materials [issn:1662-9795],230-232,,267-270,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.240-242.85,Biomimetic Crystallization of Calcium Phosphates under Constant Conditions from the Revised SBF,"Dorozhkina, Elena I.; Epple, Matthias; Dorozhkin, Sergey V. [orcid:0000-0002-8439-9527]",2003,Key Engineering Materials [issn:1662-9795],240-242,,85-88,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1002/jbm.820240607,Solutions able to reproducein vivo surface-structure changes in bioactive glass-ceramic A-W3,"Kokubo, T.; Kushitani, H.; Sakka, S.; Kitsugi, T.; Yamamuro, T.",1990,Journal of Biomedical Materials Research [issn:0021-9304; issn:1097-4636],24,6,721-734,journal-article,Wiley [crossref:311]
doi:10.4028/www.scientific.net/kem.240-242.529,Crystallization of a Bone-Like Apatite onto Cholesterol from Aqueous Solutions,"Dorozhkina, Elena I.; Epple, M.; Dorozhkin, Sergey V. [orcid:0000-0002-8439-9527]",2003,Key Engineering Materials [issn:1662-9795],240-242,,529-532,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/s003920170046; local:B0117EXJC7N4YNLR,Physicochemical principles of cardiovascular calcification,"Tomazic, B.B.",2001,Zeitschrift f�r Kardiologie [issn:0300-5860; issn:1435-1285],90,0,III68-III80,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/kem.254-256.55,Assessment of Cancellous Bone Architecture after Implantation of an Injectable Bone Substitute,"Davy, Catherine A.; Gauthier, Olivier; Lucas, M.-F.; Pilet, Paul; Lamy, B.; Weiss, Pierre; Daculsi, G.; Bouler, Jean Michel [orcid:0000-0001-9784-5584]",2003,Key Engineering Materials [issn:1662-9795],254-256,,55-58,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1023/a:1022842404495; local:5119190,,"Daculsi, Guy; Laboux, Olivier; Malard, Olivier; Weiss, Pierre",2003,Journal of Materials Science: Materials in Medicine [issn:0957-4530],14,3,195-200,journal-article,Springer Science and Business Media LLC [crossref:297]
doi:10.4028/www.scientific.net/kem.254-256.193,Maxillary Sinus Bone Grafting with an Injectable Bone Substitute: a Sheep Study,"Saffarzadeh, Afchine; Gauthier, Olivier; Humbert, T.; Weiss, Pierre; Bouler, Jean Michel [orcid:0000-0001-9784-5584]; Daculsi, G.",2003,Key Engineering Materials [issn:1662-9795],254-256,,193-196,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0142-9612(98)00061-1; local:S0142961298000611,"Biphasic calcium phosphate concept applied to artificial bone, implant coating and injectable bone substitute","Daculsi, G.",1998,Biomaterials [issn:0142-9612],19,16,1473-1478,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.257-258.521,Techniques for Enhancing the Cutting Performance of Abrasive Waterjets,"Wang, Jun [orcid:0000-0003-1699-3687]",2004,Key Engineering Materials [issn:1662-9795],257-258,,521-526,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.254-256.327,The Influence of Glucose and Bovine Serum Albumin on the Crystallization of a Bone-Like Apatite from Revised Simulated Body Fluid,"Dorozhkin, Sergey V. [orcid:0000-0002-8439-9527]; Dorozhkina, Elena I.; Agathopoulos, Simeon; Ferreira, José Maria F.",2003,Key Engineering Materials [issn:1662-9795],254-256,,327-330,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.254-256.895,Modulating the Nanotopography of Apatites,"Bohner, Marc [orcid:0000-0002-5079-3286]",2003,Key Engineering Materials [issn:1662-9795],254-256,,895-898,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.2106/00004623-199173050-00007,The morphogenesis of bone in replicas of porous hydroxyapatite obtained from conversion of calcium carbonate exoskeletons of coral.,"Ripamonti, U",1991,The Journal of Bone & Joint Surgery [issn:0021-9355],73,5,692-703,journal-article,Ovid Technologies (Wolters Kluwer Health) [crossref:276]
doi:10.4028/www.scientific.net/kem.261-263.1529,"Theoretical, Numerical and Experimental Study of Deformation and Failure Process of Rock","Tang, Chun An; Yang, Chien Hsin; Xu, Tao [orcid:0000-0001-8971-674X]; Yang, Tian Hong",2004,Key Engineering Materials [issn:1662-9795],261-263,,1529-1534,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0148-9062(96)00039-3; local:S0148906296000393,Numerical simulation of progressive rock failure and associated seismicity,"Tang, Chuman",1997,International Journal of Rock Mechanics and Mining Sciences [issn:1365-1609],34,2,249-261,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.274-276.679,Finite Element Simulation of Martensitic Transformation in Single-Crystal TRIP Steel Based on Crystal Plasticity Theory with Cellular Automata Approach,"Iwamoto, Takeshi [orcid:0000-0001-6793-9061]; Tsuta, Toshio",2004,Key Engineering Materials [issn:1662-9795],274-276,,679-684,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1115/1.3167205,Crystal Plasticity,"Asaro, R. J.",1983,Journal of Applied Mechanics [issn:0021-8936; issn:1528-9036],50,4b,921-934,journal-article,ASME International [crossref:33]
doi:10.4028/www.scientific.net/kem.270-273.1631,Observation of Internal Cracking in Concrete by Virtual Reality Modeling of Acoustic Emission Moment Tensor Analysis,"Shigeishi, Mitsuhiro [orcid:0000-0002-6948-9938]; Shimasaki, Jun; Ohtsu, Masayasu",2004,Key Engineering Materials [issn:1662-9795],270-273,,1631-1637,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0950-0618(00)00079-9; local:S0950061800000799,Acoustic emission moment tensor analysis: development for crack identification in concrete materials,"Shigeishi, Mitsuhiro; Ohtsu, Masayasu",2001,Construction and Building Materials [issn:0950-0618],15,5-6,311-319,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.264-268.1581,Moisture Expansion: Activation Energy versus Firing Temperature,"Carvalho, M.A.; Segadães, Ana M. [orcid:0000-0001-6465-620X]",2004,Key Engineering Materials [issn:1662-9795],264-268,,1581-1584,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/msf.34-36.997,The Design of an Accelerated Test Method to Estimate Irreversible Expansion,"Bowman, R.",1991,Materials Science Forum [issn:1662-9752],34-36,,997-1001,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.284-286.3,Formation and Evolution of Hydrated Surface Layers of Apatites,"Eichert, Diane; Combes, Christèle; Drouet, Christophe [orcid:0000-0002-8471-8719]; Rey, Cristian",2005,Key Engineering Materials [issn:1662-9795],284-286,,3-6,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.254-256.927,Specific Characteristics of Wet Nanocrystalline Apatites. Consequences on Biomaterials and Bone Tissue,"Eichert, Diane; Sfihi, Hocine; Combes, Christèle; Rey, Cristian",2003,Key Engineering Materials [issn:1662-9795],254-256,,927-930,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1021/cm00034a009; local:10.1021/cm00034a009,Octacalcium phosphate. 3. Infrared and Raman vibrational spectra,"Fowler, Bruce O.; Markovic, Milenko; Brown, Walter E.",1993,Chemistry of Materials [issn:0897-4756; issn:1520-5002],5,10,1417-1423,journal-article,American Chemical Society (ACS) [crossref:316]
doi:10.4028/www.scientific.net/kem.264-268.1743,Refractory Formulations Made of Different Wastes and Natural Sub-Products,"Pereira, F.R.; Nunes, A.F.; Segadães, Ana M. [orcid:0000-0001-6465-620X]; Labrincha, Joao A.",2004,Key Engineering Materials [issn:1662-9795],264-268,,1743-1746,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.284-286.129,Improvement of Porosity of a Calcium Phosphate Cement by Incorporation of Biodegradable Polymer Microspheres,"Khairoun, I.; Billon, A.; Daculsi, G.; Merle, Christian; Bouler, Jean Michel [orcid:0000-0001-9784-5584]",2005,Key Engineering Materials [issn:1662-9795],284-286,,129-132,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1126/science.7892603,Skeletal repair by in situ formation of the mineral phase of bone,"Constantz, B.; Ison, I.; Fulmer, M.; Poser, R.; Smith, S.; VanWagoner, M; Ross, J; Goldstein, S.; Jupiter, J.; Rosenthal, D.",1995,Science [issn:0036-8075; issn:1095-9203],267,5205,1796-1799,journal-article,American Association for the Advancement of Science (AAAS) [crossref:221]
doi:10.4028/www.scientific.net/kem.284-286.285,Bone Marrow Autograft Associated to Macroporous Biphasic Calcium Phosphate for Bone Substitution in an Animal Model of Sequels of Radiotherapy,"Malard, Oliver; Bouler, Jean Michel [orcid:0000-0001-9784-5584]; Guicheux, Jerome; Gauthier, Olivier; Lerouxel, E.; Daculsi, G.",2005,Key Engineering Materials [issn:1662-9795],284-286,,285-288,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1177/000348949210100808; local:10.1177/000348949210100808,Macroporous Biphasic Calcium Phosphate Efficiency in Mastoid Cavity Obliteration: Experimental and Clinical Findings,"Daculsi, Guy; Corlieu, Pascal; D'Arc, Maurice Bagot; Gersdorff, Michel",1992,"Annals of Otology, Rhinology & Laryngology [issn:0003-4894; issn:1943-572X]",101,8,669-674,journal-article,SAGE Publications [crossref:179]
doi:10.1007/978-94-009-6756-4_30,Further Observations on Application of “Plasticin” in Ear Surgery,"Wullstein, S. R.; Schindler, K.; Döll, W.",1984,Biomaterials in Otology [isbn:9789400967588; isbn:9789400967564],,,250-261,book-chapter,Springer Netherlands [crossref:297]
doi:10.1007/978-3-662-28818-4,Einführung in die Mineralogie,"Correns, Carl W.",1949,,,,,book,Springer Berlin Heidelberg [crossref:297]
doi:10.4028/www.scientific.net/kem.284-286.399,A Novel Drug Delivery System for Bisphosphonates: Innovative Strategy for Local Treatment of Bone Resorption,"Josse, S.; Faucheux, C.; Soueidan, A.; Grimandi, G.; Massiot, D.; Alonso, B.; Janvier, Pascal; Laïb, S; Guicheux, Jerome; Bujoli, B.; Bouler, Jean Michel [orcid:0000-0001-9784-5584]",2005,Key Engineering Materials [issn:1662-9795],284-286,,399-402,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1136/dtb.2001.39968,Bisphosphonates for osteoporosis,,2001,Drug and Therapeutics Bulletin [issn:0012-6543],39,9,68-72,journal-article,BMJ [crossref:239]
doi:10.4028/www.scientific.net/kem.280-283.1549,Mechanical Properties of Macroporous Biphasic Calcium Phosphate Bioceramics Fabricated Using a Porogen,"Castagné, Jean François; Chamousset, Jeanne; Minois, Lise-Marie; Ponsinet, Alexandre; Bouler, Jean Michel [orcid:0000-0001-9784-5584]; Tancret, Franck",2007,Key Engineering Materials [issn:1662-9795],280-283,,1549-1554,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0142-9612(97)00180-4; local:S0142961297001804,Macroporous biphasic calcium phosphate ceramics: influence of macropore diameter and macroporosity percentage on bone ingrowth,"Gauthier, Olivier; Bouler, Jean-Michel; Aguado, Eric; Pilet, Paul; Daculsi, Guy",1998,Biomaterials [issn:0142-9612],19,1-3,133-139,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.291-292.459,Mathematical Models for the Hydrodynamic Characteristics of Abrasive Waterjets,"Wang, Jun [orcid:0000-0003-1699-3687]; Liu, H.",2005,Key Engineering Materials [issn:1662-9795],291-292,,459-464,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0043-1648(95)06721-3; local:0043164895067213,An erosion model of polycrystalline ceramics in abrasive waterjet cutting,"Zeng, Jiyue; Kim, Thomas J",1996,Wear [issn:0043-1648],193,2,207-217,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.291-292.453,Enhancing the AWJ Cutting Performance by Multipass Machining with Controlled Nozzle Oscillation,"Wang, Jun [orcid:0000-0003-1699-3687]; Xu, S.",2005,Key Engineering Materials [issn:1662-9795],291-292,,453-458,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1081/mst-120022777; local:10.1081/MST-120022777,An Experimental Study to Enhance the Cutting Performance in Abrasive Waterjet Machining,"Wang, J.; Kuriyagawa, T.; Huang, C. Z.",2003,Machining Science and Technology [issn:1091-0344; issn:1532-2483],7,2,191-207,journal-article,Informa UK Limited [crossref:301]
doi:10.1016/s0007-8506(07)62248-3; local:S0007850607622483,Computer-Aided Constrained Optimization Analyses and Strategies for Multipass Helical Tooth Milling Operations,"Armarego, E.J.A.; Smith, A.J.R.; Wang, J.",1994,CIRP Annals [issn:0007-8506],43,1,437-442,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.301.75,Effect of Al-Doping into Zinc Oxide Films Prepared by Pulsed Laser Deposition Method with Various Oxidation Assists,"Ryoken, Haruki; Sakaguchi, Isao; Ohgaki, Takeshi; Adachi, Yoshitaka; Takenaka, Tadashi; Ohashi, Naoki [orcid:0000-0002-4011-0031]; Haneda, Hajime",2006,Key Engineering Materials [issn:1662-9795],301,,75-78,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1557/mrs2000.149; local:S0883769400027159,New n-Type Transparent Conducting Oxides,"Minami, Tadatsugu",2000,MRS Bulletin [issn:0883-7694; issn:1938-1425],25,8,38-44,journal-article,Cambridge University Press (CUP) [crossref:56]
doi:10.1016/s0257-8972(98)00592-1; local:S0257897298005921,Work function of transparent conducting multicomponent oxide thin films prepared by magnetron sputtering,"Minami, Tadatsugu; Miyata, Toshihiro; Yamamoto, Takashi",1998,Surface and Coatings Technology [issn:0257-8972],108-109,,583-587,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.301.79,Interfacial Structure of GaN and InN Thin Films Grown on ZnO Substrates,"Ohgaki, Takeshi; Sugimura, Shigeaki; Ryoken, Haruki; Ohashi, Naoki [orcid:0000-0002-4011-0031]; Sakaguchi, Isao; Sekiguchi, Takashi; Haneda, Hajime",2006,Key Engineering Materials [issn:1662-9795],301,,79-82,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0022-0248(01)02065-6; local:S0022024801020656,Heteroepitaxial growth of group-III nitrides on lattice-matched metal boride ZrB2 (0001) by molecular beam epitaxy,"Suda, J.; Matsunami, H.",2002,Journal of Crystal Growth [issn:0022-0248],237-239,,1114-1117,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.297-300.1196,Three-Dimensional Material Failure Process Analysis,"Tang, Chun An; Liang, Zheng Zhao; Zhang, Yong Bin; Xu, Tao [orcid:0000-0001-8971-674X]",2005,Key Engineering Materials [issn:1662-9795],297-300,,1196-1201,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0013-7944(97)00010-6; local:S0013794497000106,Fracture simulations of concrete using lattice models: Computational aspects,"Schlangen, E.; Garboczi, E.J.",1997,Engineering Fracture Mechanics [issn:0013-7944],57,2-3,319-332,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.297-300.1113,3-D Micromechanics Model for Progressive Failure Analysis of Laminated Cylindrical Composite Shell,"Liang, Zheng Zhao; Tang, Chun An; Zhao, De Shen; Zhang, Yong Bin; Xu, Tao [orcid:0000-0001-8971-674X]; Zhang, Hou Quan",2005,Key Engineering Materials [issn:1662-9795],297-300,,1113-1119,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0266-3538(97)80015-2; local:S0266353897800152,The effect of curvature on the dynamic response and impact-induced damage in composite laminates,"Kim, Seung Jo; Goo, Nam Seo; Kim, Tae Won",1997,Composites Science and Technology [issn:0266-3538],57,7,763-773,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.304-305.560,The Effect of High Pressure Abrasive Water Jet Cutting Parameters on Cutting Performance of Granite,"Huang, Chuan Zhen; Hou, Rong Guo; Wang, Jun [orcid:0000-0003-1699-3687]; Feng, Yan Xia",2006,Key Engineering Materials [issn:1662-9795],304-305,,560-564,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.315-316.118,Study on the Multi-Scale Nanocomposite Ceramic Tool Material,"Liu, Han Lian; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Liu, Bing Qiang",2006,Key Engineering Materials [issn:1662-9795],315-316,,118-122,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0025-5408(96)00078-5; local:S0025540896000785,Development of advanced composite ceramic tool material,"Chuanzhen, Huang; Xing, Ai",1996,Materials Research Bulletin [issn:0025-5408],31,8,951-956,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.315-316.40,Effect of TiN Addition on the Low Temperature Degradation of Ceramic Tool Materials 3Y-TZP,"Sun, Jing; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]",2006,Key Engineering Materials [issn:1662-9795],315-316,,40-44,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/0955-2219(95)00035-s; local:095522199500035S,Environmental degradation of zirconia ceramics,"Lawson, Simon",1995,Journal of the European Ceramic Society [issn:0955-2219],15,6,485-502,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.315-316.123,Effect of Nano-Scale Al<sub>2</sub>O<sub>3</sub> on Mechanical Properties of TiB<sub>2</sub> Ceramic Tool Materials,"Gu, M.L.; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]",2006,Key Engineering Materials [issn:1662-9795],315-316,,123-126,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1007/978-3-642-66620-9,Boron and Refractory Borides,,1977,,,,,book,Springer Berlin Heidelberg [crossref:297]
doi:10.4028/www.scientific.net/kem.315-316.127,Theoretical Analysis on the Machining Mechanism in Ultrasonic Vibration Abrasive Waterjet,"Zhu, Hong Tao; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Feng, Yan Xia; Hou, Rong Guo",2006,Key Engineering Materials [issn:1662-9795],315-316,,127-130,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.1016/s0890-6955(02)00069-x; local:S089069550200069X,Processes and apparatus developments in industrial waterjet applications,"Kulekci, Mustafa Kemal",2002,International Journal of Machine Tools and Manufacture [issn:0890-6955],42,12,1297-1306,journal-article,Elsevier BV [crossref:78]
doi:10.4028/www.scientific.net/kem.315-316.150,Simulation of Velocity Field of Two-Phase Flow for Gas and Liquid in the Abrasive Water Jet Nozzle,"Hou, Rong Guo; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Feng, Yan Xia; Zhu, Hong Tao",2006,Key Engineering Materials [issn:1662-9795],315-316,,150-153,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.315-316.154,Effect of Nano-Scale TiN on the Mechanical Properties and Microstructure of Si<sub>3</sub>N<sub>4</sub> Based Ceramic Tool Materials,"Zou, Bin; Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Liu, Bing Qiang",2006,Key Engineering Materials [issn:1662-9795],315-316,,154-158,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.159-160.405,Silicon Nitride Based Nano- and Micro-Composites with Enhanced Mechanical Properties,"Šajgalík, Pavol; Rajan, K.; Warbichler, P.; Hoffer, F.; Dusza, Ján",1998,Key Engineering Materials [issn:1662-9795],159-160,,405-410,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
doi:10.4028/www.scientific.net/kem.315-316.396,Recent Development of Abrasive Water Jet Machining Technology,"Huang, Chuan Zhen; Wang, Jun [orcid:0000-0003-1699-3687]; Feng, Yan Xia; Zhu, Hong Tao",2006,Key Engineering Materials [issn:1662-9795],315-316,,396-400,journal-article,"Trans Tech Publications, Ltd. [crossref:2457]"
